start_date,end_date,status,progress,duration_in_seconds,finished,recorded_date,response_id,distribution_channel,user_language,consent,student,college_year,college_type,residence_current,resdence_other,reside_famliy,reside_friends,reside_so,reside_alone,reside_other,reside_text,relocate_covid,days_disrupt,relocate_problem,reloacte_help,sleep_covid,sleep_fall,sleep_stay,sleep_fatigued,sleep_nightmares,fatigue_decide,concentrate,optimistic,resilient,resilient_covid,relationships,humor,humor_help,friends,friends_help,faith,faith_help,self_care,motivation,self_esteem,energy,happiness,hopeful,life_sat,homework,forgetting,talk_covid,avoid_covid,spaced,sadness,lashed_out,people_talk,talk_helps,talk_dont,accept_changes,worried,support_peers,support_family,support_extend,support_staff,support_faculty,support_admin,reduced_contact,family_isolate,financial_trouble,family_essential,school_safe,negative_home,positive_home,negative_campus,positive_campus,coerce,threaten,safe_place,family_track,alcohol,marijuana,tobacco,drugs,other,other_text,pre_unsafe_home,pre_unsafe_community,pre_community_violence,pre_discrimination,break_in,post_unsafe_home,post_unsafe_community,post_community_violence,post_discrimination,post_none,post_increase,post_fear,cv_decision,ace_swear,swear_cope,ace_fear,fear_cope,ace_special,special_cope,ace_food,food_cope,ace_divorce,divorce_cope,ace_alcohol,alcohol_cope,ace_depressed,depressed_cope,ptsd,ptsd_time,ptsd_symptoms,ptsd_illness,ptsd_increase,post_intrusive,post_dreams,post_recurring,post_exposure,post_reactivity,post_thoughts,post_places,post_recall,post_interest,post_detach,post_affect,post_future,post_sleep,post_anger,post_concentrate,post_vigilance,post_startle,post_impair,ptsd_decrease,post_intrusive_d,post_dreams_d,post_recurring_d,post_exposure_d,post_reactivity_d,post_thoughts_d,post_places_d,post_recall_d,post_interest_d,post_detach_d,post_affect_d,post_future_d,post_sleep_d,post_anger_d,post_concentrate_d,post_vigilance_d,post_startle_d,post_impair_d,mental_illness,treatment,dependent,work,income_housing,unemployed,care_others,vulnerable,dependent_food,parent_unemployed,financial_worry,job_loss,rent,apply_unemployment,worry_school,no_worry,indepedent,personal_income,family_income,fin_aid,amount,age,gender,gender_other,ethnicity_white,ethnicity_black,ethnicity_native,ethnicity_asian,ethnicity_latinx,ethnicity_middle_east,ethnicity_hawaiian,ethnicity_other,ethnicity_text,parent_school,parent_job
2020-04-14T15:52:21Z,2020-04-14T16:02:52Z,0,100,631,1,2020-04-14T16:02:53Z,R_1FFCHEtxMZesHwc,anonymous,EN,1,1,1,4,1,,1,NA,NA,NA,NA,,3,2,1,3,4,2,3,7,2,3,16,2,3,4,3,1,3,4,5,2,NA,2,1,2,2,2,1,2,5,3,2,4,3,2,2,2,2,4,2,4,4,2,1,2,2,2,1,27,6,21,2,NA,4,2,2,2,2,2,2,1,1,1,NA,NA,,1,NA,NA,NA,NA,1,NA,NA,NA,NA,5,4,5,1,4,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,1,2,NA,NA,1,2,NA,NA,NA,1,NA,2,NA,5,2,NA,8,2,,1,NA,NA,NA,NA,NA,NA,NA,,5,8
2020-04-14T15:56:04Z,2020-04-14T16:04:02Z,0,100,478,1,2020-04-14T16:04:03Z,R_TviCvLRgny5tWvv,anonymous,EN,1,1,2,4,1,,1,NA,NA,NA,NA,,2,1,2,1,4,4,1,10,2,3,17,4,5,4,4,1,3,4,5,1,2,3,2,4,2,2,3,3,4,2,5,3,1,2,2,2,4,4,2,3,3,5,1,3,1,1,1,27,1,21,5,NA,NA,NA,NA,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,1,3 years,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,1,2,NA,NA,3,5,NA,NA,NA,NA,1,2,NA,5,2,NA,43,7,,1,NA,NA,NA,NA,NA,NA,NA,,3,1
2020-04-14T15:46:13Z,2020-04-14T16:04:29Z,0,100,1096,1,2020-04-14T16:04:29Z,R_2cw8UUOZQT5rUnx,anonymous,EN,1,1,2,4,3,,NA,1,NA,NA,NA,,2,2,NA,NA,4,2,2,8,1,2,15,4,4,4,4,1,4,4,4,1,5,3,2,3,1,3,3,4,2,3,4,3,2,2,2,1,2,4,2,4,5,5,4,4,5,3,1,27,6,22,3,2,4,2,4,2,4,1,2,NA,NA,NA,NA,NA,,NA,1,NA,NA,NA,NA,NA,NA,NA,1,5,4,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,3,2,NA,NA,1,4,NA,NA,NA,NA,1,2,NA,6,2,NA,43,2,,1,NA,NA,NA,NA,NA,NA,NA,,7,2
2020-04-14T16:08:58Z,2020-04-14T16:21:16Z,0,100,737,1,2020-04-14T16:21:16Z,R_RsEvKVVUKzjJUM9,anonymous,EN,1,1,3,4,1,,1,NA,NA,NA,NA,,2,5,2,3,5,3,4,10,2,4,17,3,4,4,2,1,5,4,5,2,NA,2,1,2,1,3,3,2,1,1,2,3,1,2,4,2,2,4,3,1,3,4,2,1,3,1,1,28,6,21,4,2,4,2,2,2,3,3,2,NA,1,1,NA,NA,,NA,1,NA,NA,NA,NA,1,NA,NA,NA,5,1,4,1,3,1,3,1,3,1,4,1,2,2,NA,1,4,1,5 years,5,2,1,1,NA,1,NA,NA,1,NA,1,1,1,1,1,1,NA,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,1,1,1,3,2,1,1,1,1,1,NA,2,NA,2,1,3,43,8,,1,NA,NA,NA,NA,NA,NA,NA,,2,2
2020-04-14T16:11:53Z,2020-04-14T16:23:33Z,0,100,699,1,2020-04-14T16:23:33Z,R_2dGSn88sjctbBZB,anonymous,EN,1,1,6,4,1,,1,NA,NA,NA,NA,,2,4,2,3,4,4,2,8,1,2,17,4,4,4,4,1,4,4,4,2,NA,3,2,4,3,3,2,2,2,3,4,2,2,2,2,1,3,4,3,2,4,4,2,2,1,1,1,27,1,21,3,1,1,1,1,2,3,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,1,2,NA,NA,3,3,NA,NA,NA,1,NA,2,NA,4,2,NA,47,2,,1,NA,NA,NA,NA,NA,NA,NA,,6,1
2020-04-14T16:17:14Z,2020-04-14T16:27:24Z,0,100,609,1,2020-04-14T16:27:24Z,R_1KcJzecO3HZuVY7,anonymous,EN,1,1,2,4,1,,1,NA,NA,NA,NA,,2,2,2,2,3,2,1,8,2,3,16,4,4,4,3,2,NA,4,4,2,NA,5,2,3,3,3,3,3,2,4,2,5,2,2,2,1,1,5,2,2,3,4,2,3,3,3,1,27,1,21,4,1,4,4,1,2,4,1,2,NA,NA,NA,NA,NA,,NA,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,3,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,1,2,NA,NA,3,5,NA,NA,NA,NA,1,2,NA,5,2,NA,43,2,,1,NA,NA,NA,NA,NA,NA,NA,,4,1
2020-04-14T16:24:35Z,2020-04-14T16:34:24Z,0,100,589,1,2020-04-14T16:34:24Z,R_Qnw8YmxTtqUEw4V,anonymous,EN,1,1,2,4,5,,NA,NA,NA,NA,1,Brother,2,3,NA,NA,5,3,5,10,1,4,17,3,5,4,4,2,NA,4,5,1,3,2,2,4,2,1,2,2,3,3,2,4,1,1,3,2,2,4,2,1,4,2,3,3,2,2,4,28,1,21,1,5,1,3,2,1,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,5,1,4,1,3,2,NA,2,NA,2,NA,2,NA,1,4,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,1,2,NA,NA,3,3,NA,NA,NA,NA,1,2,NA,5,2,NA,43,2,,1,NA,NA,NA,NA,NA,NA,NA,,6,1
2020-04-14T16:25:46Z,2020-04-14T16:34:59Z,0,100,553,1,2020-04-14T16:34:59Z,R_7OLgmek5LfcHA4x,anonymous,EN,1,1,6,4,1,,1,NA,NA,NA,NA,,2,1,2,3,2,5,2,10,2,2,17,4,3,2,3,1,5,4,5,2,NA,1,1,2,1,2,2,2,1,2,3,2,1,1,1,4,3,4,4,1,2,5,1,2,3,2,1,27,1,21,4,1,1,1,1,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,5,1,3,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,3,2,NA,NA,3,4,NA,NA,NA,NA,1,2,NA,5,2,NA,42,2,,1,NA,NA,NA,NA,NA,NA,NA,,8,1
2020-04-14T16:43:19Z,2020-04-14T16:51:08Z,0,100,469,1,2020-04-14T16:51:09Z,R_3D0jVtS6YDiITmD,anonymous,EN,1,1,3,4,1,,1,NA,NA,NA,NA,,2,3,2,2,5,1,1,8,2,2,16,4,5,5,4,1,4,4,4,1,3,5,2,3,3,3,4,4,4,4,2,4,2,2,3,2,4,4,2,3,4,3,4,4,4,2,2,27,1,21,5,2,4,2,2,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,3,3,2,NA,NA,3,5,NA,NA,NA,1,NA,2,NA,5,2,NA,43,2,,NA,NA,NA,1,NA,NA,NA,NA,,5,1
2020-04-14T17:03:46Z,2020-04-14T17:09:58Z,0,100,371,1,2020-04-14T17:09:58Z,R_1kZlG2nL5ZX38wr,anonymous,EN,1,1,6,4,1,,1,NA,NA,NA,NA,,2,3,2,1,4,4,3,7,1,3,16,3,4,4,3,1,4,4,4,2,NA,3,2,3,3,3,4,2,NA,3,5,1,3,2,2,1,5,2,2,3,4,5,1,3,3,1,3,27,6,22,4,2,5,3,1,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,4,2,NA,2,NA,2,NA,2,NA,1,2,1,2,1,4,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,NA,1,2,NA,NA,1,2,NA,NA,NA,NA,1,2,NA,2,1,2,47,2,,1,NA,NA,NA,NA,NA,NA,NA,,2,1
2020-04-14T17:04:11Z,2020-04-14T17:17:33Z,0,100,801,1,2020-04-14T17:17:33Z,R_e8OVsFDs6VvBpkd,anonymous,EN,1,1,1,4,1,,1,NA,NA,NA,NA,,2,2,2,3,2,4,2,8,2,4,17,4,3,2,3,1,4,4,5,2,NA,1,1,2,2,2,1,2,2,3,2,2,2,1,4,1,4,4,3,4,4,5,4,2,2,1,1,27,1,21,3,1,3,1,3,2,4,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,1,2,NA,NA,3,5,NA,NA,NA,NA,1,2,NA,5,2,NA,8,2,,1,NA,NA,NA,NA,NA,NA,NA,,6,2
2020-04-14T17:21:37Z,2020-04-14T17:33:48Z,0,100,730,1,2020-04-14T17:33:48Z,R_3EEk8LVtRMIpgMj,anonymous,EN,1,1,2,4,1,,1,NA,NA,NA,NA,,2,1,1,3,4,4,1,7,2,1,17,2,2,1,1,1,2,4,5,1,2,1,1,2,2,1,1,2,2,4,2,3,4,2,4,4,4,4,4,4,3,1,1,1,1,1,1,27,1,21,2,5,1,1,1,1,2,4,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,1,5,2,NA,1,3,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,3,2,NA,NA,3,5,NA,NA,NA,NA,1,2,NA,5,2,NA,42,1,,NA,NA,NA,1,NA,NA,NA,NA,,3,5
2020-04-14T17:39:47Z,2020-04-14T17:44:47Z,0,100,299,1,2020-04-14T17:44:47Z,R_2ypVzWlXBJewmqv,anonymous,EN,1,1,3,4,3,,NA,NA,1,NA,NA,,1,NA,NA,NA,3,5,5,10,1,4,17,2,3,2,4,1,4,4,5,2,NA,3,3,1,2,1,1,1,2,3,4,2,1,1,3,2,4,3,2,1,4,4,1,2,2,1,5,28,1,21,3,1,3,3,2,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,1,NA,NA,NA,NA,1,NA,3,3,2,1,3,1,3,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,2,3,2,NA,NA,3,3,NA,NA,NA,NA,1,2,NA,4,1,1,43,2,,NA,NA,NA,1,NA,NA,NA,NA,,7,1
2020-04-14T18:05:12Z,2020-04-14T18:13:54Z,0,100,521,1,2020-04-14T18:13:54Z,R_28V4Sspumid684m,anonymous,EN,1,1,3,4,3,,NA,1,NA,NA,NA,,1,NA,NA,NA,4,5,4,10,1,3,17,4,4,2,4,1,4,4,4,2,NA,3,2,2,2,2,3,3,3,4,4,1,2,1,1,2,5,4,2,5,4,4,4,2,2,3,3,27,6,22,2,5,4,2,5,1,3,1,1,1,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,5,2,NA,2,NA,1,3,2,NA,2,NA,2,NA,2,NA,1,4 months,2,1,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,NA,3,2,NA,NA,1,4,NA,NA,NA,NA,1,2,NA,5,1,1,44,2,,1,NA,NA,NA,NA,NA,NA,NA,,5,1
2020-04-14T17:11:23Z,2020-04-14T18:24:43Z,0,100,4400,1,2020-04-14T18:24:44Z,R_pazNp288W3xt0K5,anonymous,EN,1,1,2,4,1,,1,NA,NA,NA,NA,,4,7,2,2,4,2,2,9,2,2,16,3,4,5,4,1,3,4,5,1,5,5,2,2,2,2,2,3,NA,2,4,4,2,2,4,2,3,4,2,2,3,4,4,2,1,2,2,28,6,21,4,1,1,1,1,2,6,2,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,1,1,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,1,2,NA,NA,3,5,NA,NA,NA,1,NA,2,NA,5,2,NA,43,1,,NA,NA,NA,NA,NA,1,NA,NA,,5,1
2020-04-14T18:29:25Z,2020-04-14T18:38:25Z,0,100,540,1,2020-04-14T18:38:26Z,R_1hHk0Ym4ITImCt6,anonymous,EN,1,1,2,4,1,,1,NA,NA,NA,NA,,3,2,1,3,2,4,3,7,1,3,15,3,4,4,3,1,4,4,5,2,NA,3,3,2,3,2,3,3,NA,2,4,2,2,2,1,2,3,2,2,4,4,4,3,1,2,1,1,27,1,21,2,3,4,1,3,2,3,2,2,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,1,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,3,2,NA,NA,3,5,NA,NA,NA,1,NA,2,NA,5,1,1,42,2,,1,NA,NA,NA,NA,NA,NA,NA,,6,1
2020-04-14T18:53:45Z,2020-04-14T19:02:00Z,0,100,495,1,2020-04-14T19:02:00Z,R_1pmJRw9h8TrV39P,anonymous,EN,1,1,2,4,1,,1,NA,NA,NA,NA,,3,5,2,1,4,2,2,7,2,4,17,4,4,4,3,2,NA,4,4,1,5,3,2,2,3,3,4,4,1,3,2,5,3,2,3,2,2,5,2,4,2,4,4,1,5,3,1,27,6,21,3,1,5,1,3,2,4,1,2,NA,NA,NA,NA,1,food,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,1,2,NA,NA,3,4,NA,NA,NA,NA,1,2,NA,5,2,NA,43,2,,1,NA,NA,NA,NA,NA,NA,NA,,5,1
2020-04-14T18:53:29Z,2020-04-14T19:07:34Z,0,100,844,1,2020-04-14T19:07:34Z,R_1MQmckmI72yCeqX,anonymous,EN,1,1,2,3,1,,1,NA,NA,NA,NA,,3,1,2,1,3,1,1,7,2,2,16,4,5,5,4,1,3,4,4,1,2,5,3,4,4,4,2,4,3,5,2,4,4,4,3,2,2,5,1,1,5,4,1,1,3,2,1,28,6,21,5,1,5,1,1,1,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,2,2,NA,NA,1,4,1,NA,NA,NA,NA,2,NA,3,2,NA,42,1,,1,NA,NA,NA,NA,NA,NA,NA,,3,6
2020-04-14T18:55:33Z,2020-04-14T19:13:52Z,0,100,1098,1,2020-04-14T19:13:52Z,R_1mErFQ8tklIqbd4,anonymous,EN,1,1,2,3,1,,1,NA,NA,NA,NA,,3,1,2,2,4,4,1,8,2,3,14,2,4,5,3,1,3,4,4,2,NA,2,1,5,3,4,1,3,3,5,4,1,2,3,5,1,4,5,1,1,5,5,2,1,4,1,1,28,1,22,3,1,1,1,1,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,NA,1,2,NA,NA,3,5,NA,NA,NA,NA,1,2,NA,5,2,NA,42,1,,1,NA,NA,NA,NA,NA,NA,NA,,8,1
2020-04-14T19:31:15Z,2020-04-14T19:39:15Z,0,100,479,1,2020-04-14T19:39:15Z,R_TdxAhHhLoovN0LD,anonymous,EN,1,1,6,4,3,,NA,1,NA,NA,NA,,3,5,NA,NA,5,1,1,6,2,1,15,4,4,5,4,1,5,4,3,2,NA,3,4,5,4,4,4,4,3,4,4,4,4,4,4,2,2,4,2,2,4,5,3,4,4,4,1,27,1,21,4,1,5,1,4,2,4,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,3,2,NA,NA,3,5,NA,NA,NA,NA,1,2,NA,5,2,NA,42,2,,1,NA,NA,1,NA,NA,NA,NA,,3,1
2020-04-14T19:31:40Z,2020-04-14T19:40:44Z,0,100,543,1,2020-04-14T19:40:44Z,R_uwb6oD3pCDE4XgB,anonymous,EN,1,1,2,3,1,,1,NA,NA,NA,NA,,2,1,2,2,3,2,1,8,1,3,17,3,4,3,3,1,3,5,NA,2,NA,1,1,3,3,3,2,3,1,3,4,2,1,2,3,1,3,4,2,4,3,4,3,2,1,1,2,28,1,21,5,1,4,1,3,2,3,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,3,2,NA,NA,3,4,NA,NA,NA,1,NA,2,NA,6,1,1,43,1,,1,NA,NA,NA,NA,NA,NA,NA,,8,1
2020-04-14T19:55:48Z,2020-04-14T20:07:46Z,0,100,718,1,2020-04-14T20:07:46Z,R_w6sXccSae6JAKSR,anonymous,EN,1,1,6,4,1,,1,NA,NA,NA,NA,,3,2,2,1,3,4,3,7,2,2,13,2,3,5,2,1,3,4,2,2,NA,1,3,2,3,3,2,2,4,4,5,2,5,4,5,3,5,2,2,5,1,5,1,4,4,3,2,27,1,21,4,1,3,2,3,2,3,2,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,2,NA,2,NA,2,NA,2,NA,1,1,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,1,2,NA,NA,3,2,1,NA,NA,NA,NA,2,NA,4,1,2,42,2,,1,NA,NA,NA,NA,NA,NA,NA,,8,1
2020-04-14T19:51:32Z,2020-04-14T20:10:08Z,0,100,1115,1,2020-04-14T20:10:09Z,R_11dUCzn0DEa118c,anonymous,EN,1,1,6,4,1,,1,NA,NA,NA,NA,,3,7,2,3,1,4,2,9,1,4,17,2,4,2,4,1,3,4,5,1,1,1,1,1,1,2,2,2,3,2,5,1,2,2,3,1,2,3,4,5,5,4,5,3,2,2,1,28,6,22,3,1,4,1,1,1,6,1,2,1,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,1,2,1,1,2,NA,2,NA,2,NA,2,NA,1,3,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,1,2,NA,NA,2,2,1,NA,NA,NA,NA,2,NA,5,2,NA,42,2,,1,NA,NA,NA,NA,NA,NA,NA,,6,2
2020-04-14T20:04:46Z,2020-04-14T20:16:14Z,0,100,687,1,2020-04-14T20:16:14Z,R_33Danb9z4nKOofI,anonymous,EN,1,1,3,4,1,,1,NA,NA,NA,NA,,3,5,2,1,5,1,1,6,2,2,13,5,5,4,4,2,NA,4,4,1,4,3,4,5,4,3,3,4,3,4,2,2,4,2,4,3,3,NA,2,1,4,5,4,4,5,3,1,28,6,21,4,1,5,1,1,2,4,1,2,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,5,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,NA,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,NA,3,2,NA,NA,2,5,NA,NA,NA,NA,1,2,NA,5,2,NA,44,2,,1,NA,NA,NA,NA,NA,NA,NA,,7,1
2020-04-14T20:40:40Z,2020-04-14T20:50:38Z,0,100,597,1,2020-04-14T20:50:38Z,R_pKmyFeTqZr77Inn,anonymous,EN,1,1,2,2,3,,NA,1,NA,NA,NA,,2,7,NA,NA,1,5,5,10,1,5,11,2,4,1,2,1,4,4,5,1,4,1,1,1,1,1,1,2,2,1,5,1,1,1,1,5,4,1,5,2,5,2,2,1,1,1,1,27,6,21,3,1,3,4,5,2,4,1,2,1,1,1,NA,NA,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,1,5,1,3,1,2,1,NA,2,NA,1,2,1,1,1,3,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,1,2,NA,NA,3,2,NA,1,NA,NA,NA,2,NA,5,1,1,43,2,,1,NA,NA,NA,NA,NA,NA,NA,,2,1
